Artist Name,Artist Genre,Artist Subgenre,Origin Country,Day,Popularity,Top Track Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature,Unnamed: 19,Unnamed: 20
Ustad Noor Bakhsh,World,shepards tunes,Pakistan,Saturday,9,Kalam Lolo,407,554,0,-80,1,477,777,986,212,7,143964,281260,3,,
Ustad Noor Bakhsh,World,shepards tunes,Pakistan,Saturday,9,Shahbaz Qalandar,426,562,7,-9215,1,376,842,978,821,57,107699,211023,4,,
Ustad Noor Bakhsh,World,shepards tunes,Pakistan,Saturday,9,Bundar Nari,487,541,0,-8563,1,581,87,976,122,88,117307,191704,3,,
Ustad Noor Bakhsh,World,shepards tunes,Pakistan,Saturday,9,Maanj,511,439,0,-8614,1,361,832,978,215,546,110519,236286,4,,
Ustad Noor Bakhsh,World,shepards tunes,Pakistan,Saturday,9,Jingul,318,525,0,-8946,1,453,839,981,742,803,89285,228856,3,,
WARGASM (UK),Electronic,british electronic,United Kingdom,Saturday,47,The Void Stares Back,554,913,10,-4262,0,103,108,0,254,635,588,136066,231287,4,
WARGASM (UK),Electronic,british electronic,United Kingdom,Saturday,47,Bang Ya Head (feat. Fred Durst),445,962,9,-3434,1,202,714,131,51,233,95067,216280,4,,
WARGASM (UK),Electronic,british electronic,United Kingdom,Saturday,47,Venom,589,991,7,-363,1,197,188,0,431,196,121971,215680,4,,
WARGASM (UK),Electronic,british electronic,United Kingdom,Saturday,47,Do It So Good,512,995,8,-5182,1,136,863,372,164,216,145046,202467,4,,
WARGASM (UK),Electronic,british electronic,United Kingdom,Saturday,47,Spit.,511,728,1,-9267,1,79,293,7,186,16,12994,248000,4,,
Witch Club Satan,Punk,norwegian punk,Norway,Saturday,12,Solace Sisters,145,961,5,-8208,1,26,0,251,237,153,484,72481,212987,4,
Witch Club Satan,Punk,norwegian punk,Norway,Saturday,12,Hysteria,246,96,11,-6676,0,133,0,384,724,362,904,132258,214790,4,
Witch Club Satan,Punk,norwegian punk,Norway,Saturday,12,Blod,141,93,7,-6641,1,883,0,936,334,174,129,143787,143680,4,
Witch Club Satan,Punk,norwegian punk,Norway,Saturday,12,Blod - Might Be Twins Remix,602,997,1,-8741,0,105,222,473,92,765,153013,354840,4,,
Witch Club Satan,Punk,norwegian punk,Norway,Saturday,12,Blod - Niki Istrefi Remix,502,991,2,-10227,1,659,0,352,73,136,468,179999,353587,4,
